Index,src,snk,sourceOtu,targetOtu,m_width,bandType,sourceDimColors,targetDimColors
1876,1875,1823,32697,32258,24,0,:840-864:960-964,:840-864:960-964
258,872,863,5020,4581,24,0,:408-432:960-964,:408-432:960-964
982,19,10,44613,44174,24,0,:504-528:960-964,:504-528:960-964
52,822,813,2263,1824,24,0,:264-288:960-964,:264-288:960-964
1142,1403,1360,15803,15364,24,0,:504-528:960-964,:504-528:960-964
668,1448,1443,18559,18120,24,0,:648-672:960-964,:648-672:960-964
141,842,833,3372,2933,24,0,:480-504:960-964,:480-504:960-964
1478,348,339,76033,75594,24,0,:888-912:960-964,:888-912:960-964
1663,386,379,78092,77779,24,0,:528-552:960-964,:528-552:960-964
1488,1504,1370,17989,17550,24,0,:168-192:960-964,:168-192:960-964
1418,29,20,45159,44720,24,0,:408-432:960-964,:408-432:960-964
1384,1162,1153,62546,62107,24,0,:552-576:960-964,:552-576:960-964
1611,149,140,51752,51313,24,0,:240-264:960-964,:240-264:960-964
580,119,110,50111,49672,24,0,:456-480:960-964,:456-480:960-964
318,882,873,5590,5151,24,0,:888-912:960-964,:888-912:960-964
583,119,110,50114,49675,24,0,:528-552:960-964,:528-552:960-964
1046,79,70,47897,47458,24,0,:120-144:960-964,:120-144:960-964
754,1142,1133,61456,61016,24,0,:792-816:960-964,:792-816:960-964
1784,39,30,45715,45276,24,0,:552-576:960-964,:552-576:960-964
1147,1403,1360,15808,15369,24,0,:624-648:960-964,:624-648:960-964
902,1122,1113,60343,59904,24,0,:504-528:960-964,:504-528:960-964
217,862,853,4468,4029,24,0,:384-408:960-964,:384-408:960-964
907,1122,1113,60348,59909,24,0,:624-648:960-964,:624-648:960-964
726,1142,1133,61428,60988,24,0,:120-144:960-964,:120-144:960-964
1173,99,90,49004,48565,24,0,:288-312:960-964,:288-312:960-964
625,129,120,50666,50227,24,0,:576-600:960-964,:576-600:960-964
7,812,803,1708,1268,24,0,:144-168:960-964,:144-168:960-964
1222,1477,1354,16903,16464,24,0,:504-528:960-964,:504-528:960-964
294,882,873,5566,5127,24,0,:312-336:960-964,:312-336:960-964
1011,139,130,51202,50763,24,0,:240-264:960-964,:240-264:960-964
1650,386,379,78079,77766,24,0,:216-240:960-964,:216-240:960-964
1637,149,140,51778,51339,24,0,:864-888:960-964,:864-888:960-964
71,822,813,2282,1843,24,0,:720-744:960-964,:720-744:960-964
1906,406,397,79195,78756,24,0,:600-624:960-964,:600-624:960-964
309,882,873,5581,5142,24,0,:672-696:960-964,:672-696:960-964
1319,1112,1103,59810,59371,24,0,:912-936:960-964,:912-936:960-964
363,9,0,44044,43605,24,0,:48-72:960-964,:48-72:960-964
678,1448,1443,18569,18130,24,0,:888-912:960-964,:888-912:960-964
253,872,863,5015,4576,24,0,:288-312:960-964,:288-312:960-964
983,19,10,44614,44175,24,0,:528-552:960-964,:528-552:960-964
1638,149,140,51779,51340,24,0,:888-912:960-964,:888-912:960-964
66,822,813,2277,1838,24,0,:600-624:960-964,:600-624:960-964
727,1142,1133,61429,60989,24,0,:144-168:960-964,:144-168:960-964
323,892,883,6105,5666,24,0,:48-72:960-964,:48-72:960-964
1066,79,70,47917,47478,24,0,:600-624:960-964,:600-624:960-964
926,396,387,78625,78186,24,0,:120-144:960-964,:120-144:960-964
1079,79,70,47930,47491,24,0,:912-936:960-964,:912-936:960-964
842,1781,1748,30463,30024,24,0,:24-48:960-964,:24-48:960-964
635,129,120,50676,50237,24,0,:816-840:960-964,:816-840:960-964
586,119,110,50117,49678,24,0,:600-624:960-964,:600-624:960-964
110,832,823,2831,2392,24,0,:696-720:960-964,:696-720:960-964
1265,1887,1876,33237,32798,24,0,:576-600:960-964,:576-600:960-964
800,1564,1456,16371,15932,24,0,:936-964,:936-964
1667,386,379,78096,77783,24,0,:624-648:960-964,:624-648:960-964
1753,1172,1163,63105,62666,24,0,:768-792:960-964,:768-792:960-964
1085,89,80,48446,48007,24,0,:96-120:960-964,:96-120:960-964
858,1781,1748,30479,30040,24,0,:408-432:960-964,:408-432:960-964
293,882,873,5565,5126,24,0,:288-312:960-964,:288-312:960-964
894,1122,1113,60335,59896,24,0,:312-336:960-964,:312-336:960-964
929,396,387,78628,78189,24,0,:192-216:960-964,:192-216:960-964
402,49,40,46243,45804,24,0,:24-48:960-964,:24-48:960-964
1004,139,130,51195,50756,24,0,:72-96:960-964,:72-96:960-964
106,832,823,2827,2388,24,0,:600-624:960-964,:600-624:960-964
81,832,823,2802,2363,24,0,:0-24:960-964,:0-24:960-964
319,882,873,5591,5152,24,0,:912-936:960-964,:912-936:960-964
510,59,50,46821,46382,24,0,:696-720:960-964,:696-720:960-964
189,852,843,3930,3491,24,0,:672-696:960-964,:672-696:960-964
1154,1403,1360,15815,15376,24,0,:792-816:960-964,:792-816:960-964
1646,386,379,78075,77762,24,0,:120-144:960-964,:120-144:960-964
1518,1504,1370,18019,17580,24,0,:888-912:960-964,:888-912:960-964
764,1564,1456,16335,15896,24,0,:72-96:960-964,:72-96:960-964
1550,1681,1672,102316,101877,24,0,:696-720:960-964,:696-720:960-964
1799,39,30,45730,45291,24,0,:912-936:960-964,:912-936:960-964
1455,348,339,76010,75571,24,0,:336-360:960-964,:336-360:960-964
364,9,0,44045,43606,24,0,:72-96:960-964,:72-96:960-964
1410,29,20,45151,44712,24,0,:216-240:960-964,:216-240:960-964
904,1122,1113,60345,59906,24,0,:552-576:960-964,:552-576:960-964
388,9,0,44069,43630,24,0,:648-672:960-964,:648-672:960-964
892,1122,1113,60333,59894,24,0,:264-288:960-964,:264-288:960-964
564,119,110,50095,49656,24,0,:72-96:960-964,:72-96:960-964
31,812,803,1732,1292,24,0,:720-744:960-964,:720-744:960-964
1632,149,140,51773,51334,24,0,:744-768:960-964,:744-768:960-964
57,822,813,2268,1829,24,0,:384-408:960-964,:384-408:960-964
1199,99,90,49030,48591,24,0,:912-936:960-964,:912-936:960-964
690,1082,1073,58131,57692,24,0,:216-240:960-964,:216-240:960-964
1144,1403,1360,15805,15366,24,0,:552-576:960-964,:552-576:960-964
1336,1599,1351,20748,20309,24,0,:360-384:960-964,:360-384:960-964
1404,29,20,45145,44706,24,0,:72-96:960-964,:72-96:960-964
1721,1172,1163,63073,62634,24,0,:0-24:960-964,:0-24:960-964
1127,1403,1360,15788,15349,24,0,:144-168:960-964,:144-168:960-964
1640,149,140,51781,51342,24,0,:936-964,:936-964
633,129,120,50674,50235,24,0,:768-792:960-964,:768-792:960-964
913,1122,1113,60354,59915,24,0,:768-792:960-964,:768-792:960-964
1205,1477,1354,16886,16447,24,0,:96-120:960-964,:96-120:960-964
154,842,833,3385,2946,24,0,:792-816:960-964,:792-816:960-964
93,832,823,2814,2375,24,0,:288-312:960-964,:288-312:960-964
1517,1504,1370,18018,17579,24,0,:864-888:960-964,:864-888:960-964
1403,29,20,45144,44705,24,0,:48-72:960-964,:48-72:960-964
698,1082,1073,58139,57700,24,0,:408-432:960-964,:408-432:960-964
230,862,853,4481,4042,24,0,:696-720:960-964,:696-720:960-964
339,892,883,6121,5682,24,0,:432-456:960-964,:432-456:960-964
1412,29,20,45153,44714,24,0,:264-288:960-964,:264-288:960-964
553,109,100,49574,49135,24,0,:768-792:960-964,:768-792:960-964
200,852,843,3941,3502,24,0,:936-964,:936-964
458,69,60,47359,46920,24,0,:408-432:960-964,:408-432:960-964
1289,1112,1103,59780,59341,24,0,:192-216:960-964,:192-216:960-964
839,1092,1083,58710,58271,24,0,:912-936:960-964,:912-936:960-964
1233,1477,1354,16914,16475,24,0,:768-792:960-964,:768-792:960-964
911,1122,1113,60352,59913,24,0,:720-744:960-964,:720-744:960-964
1437,29,20,45178,44739,24,0,:864-888:960-964,:864-888:960-964
131,842,833,3362,2923,24,0,:240-264:960-964,:240-264:960-964
943,396,387,78642,78203,24,0,:528-552:960-964,:528-552:960-964
1456,348,339,76011,75572,24,0,:360-384:960-964,:360-384:960-964
1831,318,309,74375,73936,24,0,:720-744:960-964,:720-744:960-964
341,892,883,6123,5684,24,0,:480-504:960-964,:480-504:960-964
58,822,813,2269,1830,24,0,:408-432:960-964,:408-432:960-964
444,69,60,47345,46906,24,0,:72-96:960-964,:72-96:960-964
1430,29,20,45171,44732,24,0,:696-720:960-964,:696-720:960-964
105,832,823,2826,2387,24,0,:576-600:960-964,:576-600:960-964
1820,318,309,74364,73925,24,0,:456-480:960-964,:456-480:960-964
88,832,823,2809,2370,24,0,:168-192:960-964,:168-192:960-964
156,842,833,3387,2948,24,0,:840-864:960-964,:840-864:960-964
958,396,387,78657,78218,24,0,:888-912:960-964,:888-912:960-964
643,1448,1443,18534,18095,24,0,:48-72:960-964,:48-72:960-964
1224,1477,1354,16905,16466,24,0,:552-576:960-964,:552-576:960-964
1714,1380,1350,21316,20877,24,0,:792-816:960-964,:792-816:960-964
1513,1504,1370,18014,17575,24,0,:768-792:960-964,:768-792:960-964
107,832,823,2828,2389,24,0,:624-648:960-964,:624-648:960-964
301,882,873,5573,5134,24,0,:480-504:960-964,:480-504:960-964
1811,318,309,74355,73916,24,0,:240-264:960-964,:240-264:960-964
962,19,10,44593,44154,24,0,:24-48:960-964,:24-48:960-964
207,862,853,4458,4019,24,0,:144-168:960-964,:144-168:960-964
941,396,387,78640,78201,24,0,:480-504:960-964,:480-504:960-964
1159,1403,1360,15820,15381,24,0,:912-936:960-964,:912-936:960-964
1230,1477,1354,16911,16472,24,0,:696-720:960-964,:696-720:960-964
1003,139,130,51194,50755,24,0,:48-72:960-964,:48-72:960-964
1733,1172,1163,63085,62646,24,0,:288-312:960-964,:288-312:960-964
1761,39,30,45692,45253,24,0,:0-24:960-964,:0-24:960-964
1535,1681,1672,102301,101862,24,0,:336-360:960-964,:336-360:960-964
1297,1112,1103,59788,59349,24,0,:384-408:960-964,:384-408:960-964
856,1781,1748,30477,30038,24,0,:360-384:960-964,:360-384:960-964
1090,89,80,48451,48012,24,0,:216-240:960-964,:216-240:960-964
1704,1380,1350,21306,20867,24,0,:552-576:960-964,:552-576:960-964
1492,1504,1370,17993,17554,24,0,:264-288:960-964,:264-288:960-964
1022,139,130,51213,50774,24,0,:504-528:960-964,:504-528:960-964
299,882,873,5571,5132,24,0,:432-456:960-964,:432-456:960-964
1057,79,70,47908,47469,24,0,:384-408:960-964,:384-408:960-964
1647,386,379,78076,77763,24,0,:144-168:960-964,:144-168:960-964
1371,1162,1153,62533,62094,24,0,:240-264:960-964,:240-264:960-964
1216,1477,1354,16897,16458,24,0,:360-384:960-964,:360-384:960-964
1030,139,130,51221,50782,24,0,:696-720:960-964,:696-720:960-964
279,872,863,5041,4602,24,0,:912-936:960-964,:912-936:960-964
391,9,0,44072,43633,24,0,:720-744:960-964,:720-744:960-964
1859,1875,1823,32680,32241,24,0,:432-456:960-964,:432-456:960-964
1101,89,80,48462,48023,24,0,:480-504:960-964,:480-504:960-964
818,1092,1083,58689,58250,24,0,:408-432:960-964,:408-432:960-964
415,49,40,46256,45817,24,0,:336-360:960-964,:336-360:960-964
292,882,873,5564,5125,24,0,:264-288:960-964,:264-288:960-964
1015,139,130,51206,50767,24,0,:336-360:960-964,:336-360:960-964
742,1142,1133,61444,61004,24,0,:504-528:960-964,:504-528:960-964
1790,39,30,45721,45282,24,0,:696-720:960-964,:696-720:960-964
1118,89,80,48479,48040,24,0,:888-912:960-964,:888-912:960-964
889,1122,1113,60330,59891,24,0,:192-216:960-964,:192-216:960-964
915,1122,1113,60356,59917,24,0,:816-840:960-964,:816-840:960-964
530,109,100,49551,49112,24,0,:216-240:960-964,:216-240:960-964
768,1564,1456,16339,15900,24,0,:168-192:960-964,:168-192:960-964
509,59,50,46820,46381,24,0,:672-696:960-964,:672-696:960-964
419,49,40,46260,45821,24,0,:432-456:960-964,:432-456:960-964
686,1082,1073,58127,57688,24,0,:120-144:960-964,:120-144:960-964
1616,149,140,51757,51318,24,0,:360-384:960-964,:360-384:960-964
1148,1403,1360,15809,15370,24,0,:648-672:960-964,:648-672:960-964
1701,1380,1350,21303,20864,24,0,:480-504:960-964,:480-504:960-964
1649,386,379,78078,77765,24,0,:192-216:960-964,:192-216:960-964
1413,29,20,45154,44715,24,0,:288-312:960-964,:288-312:960-964
277,872,863,5039,4600,24,0,:864-888:960-964,:864-888:960-964
1610,149,140,51751,51312,24,0,:216-240:960-964,:216-240:960-964
1464,348,339,76019,75580,24,0,:552-576:960-964,:552-576:960-964
722,1142,1133,61424,60984,24,0,:24-48:960-964,:24-48:960-964
439,49,40,46280,45841,24,0,:912-936:960-964,:912-936:960-964
1040,139,130,51231,50792,24,0,:936-964,:936-964
1078,79,70,47929,47490,24,0,:888-912:960-964,:888-912:960-964
477,69,60,47378,46939,24,0,:864-888:960-964,:864-888:960-964
440,49,40,46281,45842,24,0,:936-964,:936-964
144,842,833,3375,2936,24,0,:552-576:960-964,:552-576:960-964
29,812,803,1730,1290,24,0,:672-696:960-964,:672-696:960-964
627,129,120,50668,50229,24,0,:624-648:960-964,:624-648:960-964
1742,1172,1163,63094,62655,24,0,:504-528:960-964,:504-528:960-964
684,1082,1073,58125,57686,24,0,:72-96:960-964,:72-96:960-964
1888,406,397,79177,78738,24,0,:168-192:960-964,:168-192:960-964
453,69,60,47354,46915,24,0,:288-312:960-964,:288-312:960-964
1734,1172,1163,63086,62647,24,0,:312-336:960-964,:312-336:960-964
188,852,843,3929,3490,24,0,:648-672:960-964,:648-672:960-964
1415,29,20,45156,44717,24,0,:336-360:960-964,:336-360:960-964
985,19,10,44616,44177,24,0,:576-600:960-964,:576-600:960-964
1250,1887,1876,33222,32783,24,0,:216-240:960-964,:216-240:960-964
970,19,10,44601,44162,24,0,:216-240:960-964,:216-240:960-964
76,822,813,2287,1848,24,0,:840-864:960-964,:840-864:960-964
677,1448,1443,18568,18129,24,0,:864-888:960-964,:864-888:960-964
1467,348,339,76022,75583,24,0,:624-648:960-964,:624-648:960-964
700,1082,1073,58141,57702,24,0,:456-480:960-964,:456-480:960-964
900,1122,1113,60341,59902,24,0,:456-480:960-964,:456-480:960-964
92,832,823,2813,2374,24,0,:264-288:960-964,:264-288:960-964
1579,1994,1982,37631,37192,24,0,:432-456:960-964,:432-456:960-964
1084,89,80,48445,48006,24,0,:72-96:960-964,:72-96:960-964
1816,318,309,74360,73921,24,0,:360-384:960-964,:360-384:960-964
585,119,110,50116,49677,24,0,:576-600:960-964,:576-600:960-964
1342,1599,1351,20754,20315,24,0,:504-528:960-964,:504-528:960-964
111,832,823,2832,2393,24,0,:720-744:960-964,:720-744:960-964
1174,99,90,49005,48566,24,0,:312-336:960-964,:312-336:960-964
1114,89,80,48475,48036,24,0,:792-816:960-964,:792-816:960-964
1699,1380,1350,21301,20862,24,0,:432-456:960-964,:432-456:960-964
223,862,853,4474,4035,24,0,:528-552:960-964,:528-552:960-964
1077,79,70,47928,47489,24,0,:864-888:960-964,:864-888:960-964
1200,99,90,49031,48592,24,0,:936-964,:936-964
1037,139,130,51228,50789,24,0,:864-888:960-964,:864-888:960-964
1033,139,130,51224,50785,24,0,:768-792:960-964,:768-792:960-964
1474,348,339,76029,75590,24,0,:792-816:960-964,:792-816:960-964
452,69,60,47353,46914,24,0,:264-288:960-964,:264-288:960-964
48,822,813,2259,1820,24,0,:168-192:960-964,:168-192:960-964
85,832,823,2806,2367,24,0,:96-120:960-964,:96-120:960-964
1498,1504,1370,17999,17560,24,0,:408-432:960-964,:408-432:960-964
1793,39,30,45724,45285,24,0,:768-792:960-964,:768-792:960-964
1697,1380,1350,21299,20860,24,0,:384-408:960-964,:384-408:960-964
407,49,40,46248,45809,24,0,:144-168:960-964,:144-168:960-964
1181,99,90,49012,48573,24,0,:480-504:960-964,:480-504:960-964
1009,139,130,51200,50761,24,0,:192-216:960-964,:192-216:960-964
946,396,387,78645,78206,24,0,:600-624:960-964,:600-624:960-964
1817,318,309,74361,73922,24,0,:384-408:960-964,:384-408:960-964
1897,406,397,79186,78747,24,0,:384-408:960-964,:384-408:960-964
546,109,100,49567,49128,24,0,:600-624:960-964,:600-624:960-964
1257,1887,1876,33229,32790,24,0,:384-408:960-964,:384-408:960-964
120,832,823,2841,2402,24,0,:936-964,:936-964
1050,79,70,47901,47462,24,0,:216-240:960-964,:216-240:960-964
1641,386,379,78070,77757,24,0,:0-24:960-964,:0-24:960-964
469,69,60,47370,46931,24,0,:672-696:960-964,:672-696:960-964
568,119,110,50099,49660,24,0,:168-192:960-964,:168-192:960-964
1141,1403,1360,15802,15363,24,0,:480-504:960-964,:480-504:960-964
665,1448,1443,18556,18117,24,0,:576-600:960-964,:576-600:960-964
146,842,833,3377,2938,24,0,:600-624:960-964,:600-624:960-964
1692,1380,1350,21294,20855,24,0,:264-288:960-964,:264-288:960-964
358,892,883,6140,5701,24,0,:888-912:960-964,:888-912:960-964
1639,149,140,51780,51341,24,0,:912-936:960-964,:912-936:960-964
1648,386,379,78077,77764,24,0,:168-192:960-964,:168-192:960-964
1429,29,20,45170,44731,24,0,:672-696:960-964,:672-696:960-964
132,842,833,3363,2924,24,0,:264-288:960-964,:264-288:960-964
1899,406,397,79188,78749,24,0,:432-456:960-964,:432-456:960-964
1514,1504,1370,18015,17576,24,0,:792-816:960-964,:792-816:960-964
260,872,863,5022,4583,24,0,:456-480:960-964,:456-480:960-964
602,129,120,50643,50204,24,0,:24-48:960-964,:24-48:960-964
1509,1504,1370,18010,17571,24,0,:672-696:960-964,:672-696:960-964
1556,1681,1672,102322,101883,24,0,:840-864:960-964,:840-864:960-964
1339,1599,1351,20751,20312,24,0,:432-456:960-964,:432-456:960-964
541,109,100,49562,49123,24,0,:480-504:960-964,:480-504:960-964
1743,1172,1163,63095,62656,24,0,:528-552:960-964,:528-552:960-964
1010,139,130,51201,50762,24,0,:216-240:960-964,:216-240:960-964
264,872,863,5026,4587,24,0,:552-576:960-964,:552-576:960-964
399,9,0,44080,43641,24,0,:912-936:960-964,:912-936:960-964
1531,1681,1672,102297,101858,24,0,:240-264:960-964,:240-264:960-964
474,69,60,47375,46936,24,0,:792-816:960-964,:792-816:960-964
348,892,883,6130,5691,24,0,:648-672:960-964,:648-672:960-964
432,49,40,46273,45834,24,0,:744-768:960-964,:744-768:960-964
765,1564,1456,16336,15897,24,0,:96-120:960-964,:96-120:960-964
1809,318,309,74353,73914,24,0,:192-216:960-964,:192-216:960-964
1331,1599,1351,20743,20304,24,0,:240-264:960-964,:240-264:960-964
539,109,100,49560,49121,24,0,:432-456:960-964,:432-456:960-964
445,69,60,47346,46907,24,0,:96-120:960-964,:96-120:960-964
169,852,843,3910,3471,24,0,:192-216:960-964,:192-216:960-964
350,892,883,6132,5693,24,0,:696-720:960-964,:696-720:960-964
1564,1994,1982,37616,37177,24,0,:72-96:960-964,:72-96:960-964
1320,1112,1103,59811,59372,24,0,:936-964,:936-964
840,1092,1083,58711,58272,24,0,:936-964,:936-964
451,69,60,47352,46913,24,0,:240-264:960-964,:240-264:960-964
1170,99,90,49001,48562,24,0,:216-240:960-964,:216-240:960-964
460,69,60,47361,46922,24,0,:456-480:960-964,:456-480:960-964
1115,89,80,48476,48037,24,0,:816-840:960-964,:816-840:960-964
1401,29,20,45142,44703,24,0,:0-24:960-964,:0-24:960-964
374,9,0,44055,43616,24,0,:312-336:960-964,:312-336:960-964
545,109,100,49566,49127,24,0,:576-600:960-964,:576-600:960-964
966,19,10,44597,44158,24,0,:120-144:960-964,:120-144:960-964
1871,1875,1823,32692,32253,24,0,:720-744:960-964,:720-744:960-964
1800,39,30,45731,45292,24,0,:936-964,:936-964
1884,406,397,79173,78734,24,0,:72-96:960-964,:72-96:960-964
1911,406,397,79200,78761,24,0,:720-744:960-964,:720-744:960-964
847,1781,1748,30468,30029,24,0,:144-168:960-964,:144-168:960-964
980,19,10,44611,44172,24,0,:456-480:960-964,:456-480:960-964
1810,318,309,74354,73915,24,0,:216-240:960-964,:216-240:960-964
1400,1162,1153,62562,62123,24,0,:936-964,:936-964
300,882,873,5572,5133,24,0,:456-480:960-964,:456-480:960-964
1599,1994,1982,37651,37212,24,0,:912-936:960-964,:912-936:960-964
1720,1380,1350,21322,20883,24,0,:936-964,:936-964
1819,318,309,74363,73924,24,0,:432-456:960-964,:432-456:960-964
854,1781,1748,30475,30036,24,0,:312-336:960-964,:312-336:960-964
320,882,873,5592,5153,24,0,:936-964,:936-964
1510,1504,1370,18011,17572,24,0,:696-720:960-964,:696-720:960-964
450,69,60,47351,46912,24,0,:216-240:960-964,:216-240:960-964
1915,406,397,79204,78765,24,0,:816-840:960-964,:816-840:960-964
307,882,873,5579,5140,24,0,:624-648:960-964,:624-648:960-964
1719,1380,1350,21321,20882,24,0,:912-936:960-964,:912-936:960-964
697,1082,1073,58138,57699,24,0,:384-408:960-964,:384-408:960-964
1260,1887,1876,33232,32793,24,0,:456-480:960-964,:456-480:960-964
1636,149,140,51777,51338,24,0,:840-864:960-964,:840-864:960-964
148,842,833,3379,2940,24,0,:648-672:960-964,:648-672:960-964
771,1564,1456,16342,15903,24,0,:240-264:960-964,:240-264:960-964
9,812,803,1710,1270,24,0,:192-216:960-964,:192-216:960-964
738,1142,1133,61440,61000,24,0,:408-432:960-964,:408-432:960-964
18,812,803,1719,1279,24,0,:408-432:960-964,:408-432:960-964
1807,318,309,74351,73912,24,0,:144-168:960-964,:144-168:960-964
1225,1477,1354,16906,16467,24,0,:576-600:960-964,:576-600:960-964
481,59,50,46792,46353,24,0,:0-24:960-964,:0-24:960-964
763,1564,1456,16334,15895,24,0,:48-72:960-964,:48-72:960-964
6,812,803,1707,1267,24,0,:120-144:960-964,:120-144:960-964
1878,1875,1823,32699,32260,24,0,:888-912:960-964,:888-912:960-964
240,862,853,4491,4052,24,0,:936-964,:936-964
1072,79,70,47923,47484,24,0,:744-768:960-964,:744-768:960-964
1886,406,397,79175,78736,24,0,:120-144:960-964,:120-144:960-964
1266,1887,1876,33238,32799,24,0,:600-624:960-964,:600-624:960-964
1797,39,30,45728,45289,24,0,:864-888:960-964,:864-888:960-964
1379,1162,1153,62541,62102,24,0,:432-456:960-964,:432-456:960-964
335,892,883,6117,5678,24,0,:336-360:960-964,:336-360:960-964
1537,1681,1672,102303,101864,24,0,:384-408:960-964,:384-408:960-964
1193,99,90,49024,48585,24,0,:768-792:960-964,:768-792:960-964
1750,1172,1163,63102,62663,24,0,:696-720:960-964,:696-720:960-964
1881,406,397,79170,78731,24,0,:0-24:960-964,:0-24:960-964
366,9,0,44047,43608,24,0,:120-144:960-964,:120-144:960-964
615,129,120,50656,50217,24,0,:336-360:960-964,:336-360:960-964
1885,406,397,79174,78735,24,0,:96-120:960-964,:96-120:960-964
117,832,823,2838,2399,24,0,:864-888:960-964,:864-888:960-964
796,1564,1456,16367,15928,24,0,:840-864:960-964,:840-864:960-964
1624,149,140,51765,51326,24,0,:552-576:960-964,:552-576:960-964
660,1448,1443,18551,18112,24,0,:456-480:960-964,:456-480:960-964
1276,1887,1876,33248,32809,24,0,:840-864:960-964,:840-864:960-964
214,862,853,4465,4026,24,0,:312-336:960-964,:312-336:960-964
387,9,0,44068,43629,24,0,:624-648:960-964,:624-648:960-964
1548,1681,1672,102314,101875,24,0,:648-672:960-964,:648-672:960-964
1092,89,80,48453,48014,24,0,:264-288:960-964,:264-288:960-964
1237,1477,1354,16918,16479,24,0,:864-888:960-964,:864-888:960-964
1171,99,90,49002,48563,24,0,:240-264:960-964,:240-264:960-964
1094,89,80,48455,48016,24,0,:312-336:960-964,:312-336:960-964
1334,1599,1351,20746,20307,24,0,:312-336:960-964,:312-336:960-964
24,812,803,1725,1285,24,0,:552-576:960-964,:552-576:960-964
74,822,813,2285,1846,24,0,:792-816:960-964,:792-816:960-964
1197,99,90,49028,48589,24,0,:864-888:960-964,:864-888:960-964
1034,139,130,51225,50786,24,0,:792-816:960-964,:792-816:960-964
302,882,873,5574,5135,24,0,:504-528:960-964,:504-528:960-964
605,129,120,50646,50207,24,0,:96-120:960-964,:96-120:960-964
1063,79,70,47914,47475,24,0,:528-552:960-964,:528-552:960-964
1434,29,20,45175,44736,24,0,:792-816:960-964,:792-816:960-964
421,49,40,46262,45823,24,0,:480-504:960-964,:480-504:960-964
1591,1994,1982,37643,37204,24,0,:720-744:960-964,:720-744:960-964
1549,1681,1672,102315,101876,24,0,:672-696:960-964,:672-696:960-964
1543,1681,1672,102309,101870,24,0,:528-552:960-964,:528-552:960-964
1612,149,140,51753,51314,24,0,:264-288:960-964,:264-288:960-964
1272,1887,1876,33244,32805,24,0,:744-768:960-964,:744-768:960-964
1465,348,339,76020,75581,24,0,:576-600:960-964,:576-600:960-964
1840,318,309,74384,73945,24,0,:936-964,:936-964
1064,79,70,47915,47476,24,0,:552-576:960-964,:552-576:960-964
1215,1477,1354,16896,16457,24,0,:336-360:960-964,:336-360:960-964
211,862,853,4462,4023,24,0,:240-264:960-964,:240-264:960-964
1522,1681,1672,102288,101849,24,0,:24-48:960-964,:24-48:960-964
505,59,50,46816,46377,24,0,:576-600:960-964,:576-600:960-964
1458,348,339,76013,75574,24,0,:408-432:960-964,:408-432:960-964
1255,1887,1876,33227,32788,24,0,:336-360:960-964,:336-360:960-964
1767,39,30,45698,45259,24,0,:144-168:960-964,:144-168:960-964
1827,318,309,74371,73932,24,0,:624-648:960-964,:624-648:960-964
990,19,10,44621,44182,24,0,:696-720:960-964,:696-720:960-964
252,872,863,5014,4575,24,0,:264-288:960-964,:264-288:960-964
1735,1172,1163,63087,62648,24,0,:336-360:960-964,:336-360:960-964
1627,149,140,51768,51329,24,0,:624-648:960-964,:624-648:960-964
160,842,833,3391,2952,24,0,:936-964,:936-964
1862,1875,1823,32683,32244,24,0,:504-528:960-964,:504-528:960-964
368,9,0,44049,43610,24,0,:168-192:960-964,:168-192:960-964
167,852,843,3908,3469,24,0,:144-168:960-964,:144-168:960-964
1298,1112,1103,59789,59350,24,0,:408-432:960-964,:408-432:960-964
1664,386,379,78093,77780,24,0,:552-576:960-964,:552-576:960-964
1684,1380,1350,21286,20847,24,0,:72-96:960-964,:72-96:960-964
1629,149,140,51770,51331,24,0,:672-696:960-964,:672-696:960-964
1348,1599,1351,20760,20321,24,0,:648-672:960-964,:648-672:960-964
1453,348,339,76008,75569,24,0,:288-312:960-964,:288-312:960-964
824,1092,1083,58695,58256,24,0,:552-576:960-964,:552-576:960-964
379,9,0,44060,43621,24,0,:432-456:960-964,:432-456:960-964
721,1142,1133,61423,60983,24,0,:0-24:960-964,:0-24:960-964
487,59,50,46798,46359,24,0,:144-168:960-964,:144-168:960-964
193,852,843,3934,3495,24,0,:768-792:960-964,:768-792:960-964
1687,1380,1350,21289,20850,24,0,:144-168:960-964,:144-168:960-964
1054,79,70,47905,47466,24,0,:312-336:960-964,:312-336:960-964
1916,406,397,79205,78766,24,0,:840-864:960-964,:840-864:960-964
311,882,873,5583,5144,24,0,:720-744:960-964,:720-744:960-964
175,852,843,3916,3477,24,0,:336-360:960-964,:336-360:960-964
147,842,833,3378,2939,24,0,:624-648:960-964,:624-648:960-964
617,129,120,50658,50219,24,0,:384-408:960-964,:384-408:960-964
1489,1504,1370,17990,17551,24,0,:192-216:960-964,:192-216:960-964
1815,318,309,74359,73920,24,0,:336-360:960-964,:336-360:960-964
1737,1172,1163,63089,62650,24,0,:384-408:960-964,:384-408:960-964
534,109,100,49555,49116,24,0,:312-336:960-964,:312-336:960-964
1422,29,20,45163,44724,24,0,:504-528:960-964,:504-528:960-964
446,69,60,47347,46908,24,0,:120-144:960-964,:120-144:960-964
434,49,40,46275,45836,24,0,:792-816:960-964,:792-816:960-964
1163,99,90,48994,48555,24,0,:48-72:960-964,:48-72:960-964
675,1448,1443,18566,18127,24,0,:816-840:960-964,:816-840:960-964
142,842,833,3373,2934,24,0,:504-528:960-964,:504-528:960-964
