OMS,omsId,remoteOmsId,src,snk,cost,distance,ots,osnr,slice,colors,sorted_omsId,sorted_remoteOmsId
OMS,9232,9328,504,514,100001,100,1,0.000776,6250,:0-960,9232,9328
OMS,9233,9319,504,513,100001,100,1,0.000776,6250,:0-960,9233,9319
OMS,9246,9257,505,506,100001,100,1,0.000776,6250,:0-960,9246,9257
OMS,9241,9355,505,516,100001,100,1,0.000776,6250,:0-960,9241,9355
OMS,9242,9338,505,515,100001,100,1,0.000776,6250,:0-960,9242,9338
OMS,9243,9329,505,514,100001,100,1,0.000776,6250,:0-960,9243,9329
OMS,9256,9267,506,507,100001,100,1,0.000776,6250,:0-960,9256,9267
OMS,9251,9365,506,520,100001,100,1,0.000776,6250,:0-960,9251,9365
OMS,9252,9348,506,516,100001,100,1,0.000776,6250,:0-960,9252,9348
OMS,9253,9339,506,515,100001,100,1,0.000776,6250,:0-960,9253,9339
OMS,9266,9277,507,508,100001,100,1,0.000776,6250,:0-960,9266,9277
OMS,9261,9375,507,525,100001,100,1,0.000776,6250,:0-960,9261,9375
OMS,9262,9358,507,520,100001,100,1,0.000776,6250,:0-960,9262,9358
OMS,9263,9349,507,516,100001,100,1,0.000776,6250,:0-960,9263,9349
OMS,9276,9287,508,509,100001,100,1,0.000776,6250,:0-960,9276,9287
OMS,9271,9385,508,527,100001,100,1,0.000776,6250,:0-960,9271,9385
OMS,9272,9368,508,525,100001,100,1,0.000776,6250,:0-960,9272,9368
OMS,9273,9359,508,520,100001,100,1,0.000776,6250,:0-960,9273,9359
OMS,9282,9378,509,527,100001,100,1,0.000776,6250,:0-960,9282,9378
OMS,9283,9369,509,525,100001,100,1,0.000776,6250,:0-960,9283,9369
OMS,9297,6412,510,1112,1,100,1,0.000776,6250,:0-964,6412,9297
OMS,9296,9307,510,511,100001,100,1,0.000776,6250,:0-960,9296,9307
OMS,9291,9405,510,570,100001,100,1,0.000776,6250,:0-960,9291,9405
OMS,9292,9388,510,562,100001,100,1,0.000776,6250,:0-960,9292,9388
OMS,9306,9317,511,512,100001,100,1,0.000776,6250,:0-960,9306,9317
OMS,9301,9415,511,575,100001,100,1,0.000776,6250,:0-960,9301,9415
OMS,9302,9398,511,570,100001,100,1,0.000776,6250,:0-960,9302,9398
OMS,9303,9389,511,562,100001,100,1,0.000776,6250,:0-960,9303,9389
OMS,9316,9327,512,513,100001,100,1,0.000776,6250,:0-960,9316,9327
OMS,9311,9425,512,576,100001,100,1,0.000776,6250,:0-960,9311,9425
OMS,9312,9408,512,575,100001,100,1,0.000776,6250,:0-960,9312,9408
OMS,9313,9399,512,570,100001,100,1,0.000776,6250,:0-960,9313,9399
OMS,9326,9337,513,514,100001,100,1,0.000776,6250,:0-960,9326,9337
OMS,9321,9435,513,577,100001,100,1,0.000776,6250,:0-960,9321,9435
OMS,9322,9418,513,576,100001,100,1,0.000776,6250,:0-960,9322,9418
OMS,9323,9409,513,575,100001,100,1,0.000776,6250,:0-960,9323,9409
OMS,9336,9347,514,515,100001,100,1,0.000776,6250,:0-960,9336,9347
OMS,9331,9445,514,578,100001,100,1,0.000776,6250,:0-960,9331,9445
OMS,9332,9428,514,577,100001,100,1,0.000776,6250,:0-960,9332,9428
OMS,9333,9419,514,576,100001,100,1,0.000776,6250,:0-960,9333,9419
OMS,9346,9357,515,516,100001,100,1,0.000776,6250,:0-960,9346,9357
OMS,9341,9455,515,579,100001,100,1,0.000776,6250,:0-960,9341,9455
OMS,9342,9438,515,578,100001,100,1,0.000776,6250,:0-960,9342,9438
OMS,9343,9429,515,577,100001,100,1,0.000776,6250,:0-960,9343,9429
OMS,9356,9367,516,520,100001,100,1,0.000776,6250,:0-960,9356,9367
OMS,9351,9465,516,580,100001,100,1,0.000776,6250,:0-960,9351,9465
OMS,9352,9448,516,579,100001,100,1,0.000776,6250,:0-960,9352,9448
OMS,9353,9439,516,578,100001,100,1,0.000776,6250,:0-960,9353,9439
OMS,9366,9377,520,525,100001,100,1,0.000776,6250,:0-960,9366,9377
OMS,9361,9475,520,581,100001,100,1,0.000776,6250,:0-960,9361,9475
OMS,9362,9458,520,580,100001,100,1,0.000776,6250,:0-960,9362,9458
OMS,9363,9449,520,579,100001,100,1,0.000776,6250,:0-960,9363,9449
OMS,9376,9387,525,527,100001,100,1,0.000776,6250,:0-960,9376,9387
OMS,9371,9485,525,582,100001,100,1,0.000776,6250,:0-960,9371,9485
OMS,9372,9468,525,581,100001,100,1,0.000776,6250,:0-960,9372,9468
OMS,9373,9459,525,580,100001,100,1,0.000776,6250,:0-960,9373,9459
OMS,9382,9478,527,582,100001,100,1,0.000776,6250,:0-960,9382,9478
OMS,9383,9469,527,581,100001,100,1,0.000776,6250,:0-960,9383,9469
OMS,9397,6512,562,1122,1,100,1,0.000776,6250,:0-964,6512,9397
OMS,9396,9407,562,570,100001,100,1,0.000776,6250,:0-960,9396,9407
OMS,9391,9505,562,584,100001,100,1,0.000776,6250,:0-960,9391,9505
OMS,9392,9488,562,583,100001,100,1,0.000776,6250,:0-960,9392,9488
OMS,9406,9417,570,575,100001,100,1,0.000776,6250,:0-960,9406,9417
OMS,9401,9515,570,585,100001,100,1,0.000776,6250,:0-960,9401,9515
OMS,9402,9498,570,584,100001,100,1,0.000776,6250,:0-960,9402,9498
OMS,9403,9489,570,583,100001,100,1,0.000776,6250,:0-960,9403,9489
OMS,9416,9427,575,576,100001,100,1,0.000776,6250,:0-960,9416,9427
OMS,9411,9525,575,586,100001,100,1,0.000776,6250,:0-960,9411,9525
OMS,9412,9508,575,585,100001,100,1,0.000776,6250,:0-960,9412,9508
OMS,9413,9499,575,584,100001,100,1,0.000776,6250,:0-960,9413,9499
OMS,9426,9437,576,577,100001,100,1,0.000776,6250,:0-960,9426,9437
OMS,9421,9535,576,587,100001,100,1,0.000776,6250,:0-960,9421,9535
OMS,9422,9518,576,586,100001,100,1,0.000776,6250,:0-960,9422,9518
OMS,9423,9509,576,585,100001,100,1,0.000776,6250,:0-960,9423,9509
OMS,9436,9447,577,578,100001,100,1,0.000776,6250,:0-960,9436,9447
OMS,9431,9545,577,588,100001,100,1,0.000776,6250,:0-960,9431,9545
OMS,9432,9528,577,587,100001,100,1,0.000776,6250,:0-960,9432,9528
OMS,9433,9519,577,586,100001,100,1,0.000776,6250,:0-960,9433,9519
OMS,9446,9457,578,579,100001,100,1,0.000776,6250,:0-960,9446,9457
OMS,9441,9555,578,589,100001,100,1,0.000776,6250,:0-960,9441,9555
OMS,9442,9538,578,588,100001,100,1,0.000776,6250,:0-960,9442,9538
OMS,9443,9529,578,587,100001,100,1,0.000776,6250,:0-960,9443,9529
OMS,9456,9467,579,580,100001,100,1,0.000776,6250,:0-960,9456,9467
OMS,9451,9565,579,590,100001,100,1,0.000776,6250,:0-960,9451,9565
OMS,9452,9548,579,589,100001,100,1,0.000776,6250,:0-960,9452,9548
OMS,9453,9539,579,588,100001,100,1,0.000776,6250,:0-960,9453,9539
OMS,9466,9477,580,581,100001,100,1,0.000776,6250,:0-960,9466,9477
OMS,9461,9575,580,591,100001,100,1,0.000776,6250,:0-960,9461,9575
OMS,9462,9558,580,590,100001,100,1,0.000776,6250,:0-960,9462,9558
OMS,9463,9549,580,589,100001,100,1,0.000776,6250,:0-960,9463,9549
OMS,9476,9487,581,582,100001,100,1,0.000776,6250,:0-960,9476,9487
OMS,9471,9585,581,592,100001,100,1,0.000776,6250,:0-960,9471,9585
OMS,9472,9568,581,591,100001,100,1,0.000776,6250,:0-960,9472,9568
OMS,9473,9559,581,590,100001,100,1,0.000776,6250,:0-960,9473,9559
OMS,9482,9578,582,592,100001,100,1,0.000776,6250,:0-960,9482,9578
OMS,9483,9569,582,591,100001,100,1,0.000776,6250,:0-960,9483,9569
OMS,9497,6612,583,1132,1,100,1,0.000776,6250,:0-964,6612,9497
OMS,9496,9507,583,584,100001,100,1,0.000776,6250,:0-960,9496,9507
OMS,9491,9605,583,594,100001,100,1,0.000776,6250,:0-960,9491,9605
OMS,9492,9588,583,593,100001,100,1,0.000776,6250,:0-960,9492,9588
OMS,9506,9517,584,585,100001,100,1,0.000776,6250,:0-960,9506,9517
OMS,9501,9615,584,595,100001,100,1,0.000776,6250,:0-960,9501,9615
OMS,9502,9598,584,594,100001,100,1,0.000776,6250,:0-960,9502,9598
OMS,9503,9589,584,593,100001,100,1,0.000776,6250,:0-960,9503,9589
OMS,9516,9527,585,586,100001,100,1,0.000776,6250,:0-960,9516,9527
OMS,9511,9625,585,596,100001,100,1,0.000776,6250,:0-960,9511,9625
OMS,9512,9608,585,595,100001,100,1,0.000776,6250,:0-960,9512,9608
OMS,9513,9599,585,594,100001,100,1,0.000776,6250,:0-960,9513,9599
OMS,9526,9537,586,587,100001,100,1,0.000776,6250,:0-960,9526,9537
OMS,9521,9635,586,597,100001,100,1,0.000776,6250,:0-960,9521,9635
OMS,9522,9618,586,596,100001,100,1,0.000776,6250,:0-960,9522,9618
OMS,9523,9609,586,595,100001,100,1,0.000776,6250,:0-960,9523,9609
OMS,9536,9547,587,588,100001,100,1,0.000776,6250,:0-960,9536,9547
OMS,9531,9645,587,598,100001,100,1,0.000776,6250,:0-960,9531,9645
OMS,9532,9628,587,597,100001,100,1,0.000776,6250,:0-960,9532,9628
OMS,9533,9619,587,596,100001,100,1,0.000776,6250,:0-960,9533,9619
OMS,9546,9557,588,589,100001,100,1,0.000776,6250,:0-960,9546,9557
OMS,9541,9655,588,599,100001,100,1,0.000776,6250,:0-960,9541,9655
OMS,9542,9638,588,598,100001,100,1,0.000776,6250,:0-960,9542,9638
OMS,9543,9629,588,597,100001,100,1,0.000776,6250,:0-960,9543,9629
OMS,9556,9567,589,590,100001,100,1,0.000776,6250,:0-960,9556,9567
OMS,9551,9665,589,600,100001,100,1,0.000776,6250,:0-960,9551,9665
OMS,9552,9648,589,599,100001,100,1,0.000776,6250,:0-960,9552,9648
OMS,9553,9639,589,598,100001,100,1,0.000776,6250,:0-960,9553,9639
OMS,9566,9577,590,591,100001,100,1,0.000776,6250,:0-960,9566,9577
OMS,9561,9675,590,601,100001,100,1,0.000776,6250,:0-960,9561,9675
OMS,9562,9658,590,600,100001,100,1,0.000776,6250,:0-960,9562,9658
OMS,9563,9649,590,599,100001,100,1,0.000776,6250,:0-960,9563,9649
OMS,9576,9587,591,592,100001,100,1,0.000776,6250,:0-960,9576,9587
OMS,9571,9685,591,602,100001,100,1,0.000776,6250,:0-960,9571,9685
OMS,9572,9668,591,601,100001,100,1,0.000776,6250,:0-960,9572,9668
OMS,9573,9659,591,600,100001,100,1,0.000776,6250,:0-960,9573,9659
OMS,9582,9678,592,602,100001,100,1,0.000776,6250,:0-960,9582,9678
OMS,9583,9669,592,601,100001,100,1,0.000776,6250,:0-960,9583,9669
OMS,9597,6712,593,1142,1,100,1,0.000776,6250,:0-964,6712,9597
OMS,9596,9607,593,594,100001,100,1,0.000776,6250,:0-960,9596,9607
OMS,9591,9705,593,604,100001,100,1,0.000776,6250,:0-960,9591,9705
OMS,9592,9688,593,603,100001,100,1,0.000776,6250,:0-960,9592,9688
OMS,9606,9617,594,595,100001,100,1,0.000776,6250,:0-960,9606,9617
OMS,9601,9715,594,605,100001,100,1,0.000776,6250,:0-960,9601,9715
OMS,9602,9698,594,604,100001,100,1,0.000776,6250,:0-960,9602,9698
OMS,9603,9689,594,603,100001,100,1,0.000776,6250,:0-960,9603,9689
OMS,9616,9627,595,596,100001,100,1,0.000776,6250,:0-960,9616,9627
OMS,9611,9725,595,606,100001,100,1,0.000776,6250,:0-960,9611,9725
OMS,9612,9708,595,605,100001,100,1,0.000776,6250,:0-960,9612,9708
OMS,9613,9699,595,604,100001,100,1,0.000776,6250,:0-960,9613,9699
OMS,9626,9637,596,597,100001,100,1,0.000776,6250,:0-960,9626,9637
OMS,9621,9735,596,607,100001,100,1,0.000776,6250,:0-960,9621,9735
OMS,9622,9718,596,606,100001,100,1,0.000776,6250,:0-960,9622,9718
OMS,9623,9709,596,605,100001,100,1,0.000776,6250,:0-960,9623,9709
OMS,9636,9647,597,598,100001,100,1,0.000776,6250,:0-960,9636,9647
OMS,9631,9745,597,608,100001,100,1,0.000776,6250,:0-960,9631,9745
OMS,9632,9728,597,607,100001,100,1,0.000776,6250,:0-960,9632,9728
OMS,9633,9719,597,606,100001,100,1,0.000776,6250,:0-960,9633,9719
OMS,9646,9657,598,599,100001,100,1,0.000776,6250,:0-960,9646,9657
OMS,9641,9755,598,609,100001,100,1,0.000776,6250,:0-960,9641,9755
OMS,9642,9738,598,608,100001,100,1,0.000776,6250,:0-960,9642,9738
OMS,9643,9729,598,607,100001,100,1,0.000776,6250,:0-960,9643,9729
OMS,9656,9667,599,600,100001,100,1,0.000776,6250,:0-960,9656,9667
OMS,9651,9765,599,610,100001,100,1,0.000776,6250,:0-960,9651,9765
OMS,9652,9748,599,609,100001,100,1,0.000776,6250,:0-960,9652,9748
OMS,9653,9739,599,608,100001,100,1,0.000776,6250,:0-960,9653,9739
OMS,9666,9677,600,601,100001,100,1,0.000776,6250,:0-960,9666,9677
OMS,9661,9775,600,611,100001,100,1,0.000776,6250,:0-960,9661,9775
OMS,9662,9758,600,610,100001,100,1,0.000776,6250,:0-960,9662,9758
OMS,9663,9749,600,609,100001,100,1,0.000776,6250,:0-960,9663,9749
OMS,9676,9687,601,602,100001,100,1,0.000776,6250,:0-960,9676,9687
OMS,9671,9785,601,612,100001,100,1,0.000776,6250,:0-960,9671,9785
OMS,9672,9768,601,611,100001,100,1,0.000776,6250,:0-960,9672,9768
OMS,9673,9759,601,610,100001,100,1,0.000776,6250,:0-960,9673,9759
OMS,9682,9778,602,612,100001,100,1,0.000776,6250,:0-960,9682,9778
OMS,9683,9769,602,611,100001,100,1,0.000776,6250,:0-960,9683,9769
OMS,9697,6812,603,1152,1,100,1,0.000776,6250,:0-964,6812,9697
OMS,9696,9707,603,604,100001,100,1,0.000776,6250,:0-960,9696,9707
OMS,9691,9805,603,614,100001,100,1,0.000776,6250,:0-960,9691,9805
OMS,9692,9788,603,613,100001,100,1,0.000776,6250,:0-960,9692,9788
OMS,9706,9717,604,605,100001,100,1,0.000776,6250,:0-960,9706,9717
OMS,9701,9815,604,615,100001,100,1,0.000776,6250,:0-960,9701,9815
OMS,9702,9798,604,614,100001,100,1,0.000776,6250,:0-960,9702,9798
OMS,9703,9789,604,613,100001,100,1,0.000776,6250,:0-960,9703,9789
OMS,9716,9727,605,606,100001,100,1,0.000776,6250,:0-960,9716,9727
OMS,9711,9825,605,616,100001,100,1,0.000776,6250,:0-960,9711,9825
OMS,9712,9808,605,615,100001,100,1,0.000776,6250,:0-960,9712,9808
OMS,9713,9799,605,614,100001,100,1,0.000776,6250,:0-960,9713,9799
OMS,9726,9737,606,607,100001,100,1,0.000776,6250,:0-960,9726,9737
OMS,9721,9835,606,617,100001,100,1,0.000776,6250,:0-960,9721,9835
OMS,9722,9818,606,616,100001,100,1,0.000776,6250,:0-960,9722,9818
OMS,9723,9809,606,615,100001,100,1,0.000776,6250,:0-960,9723,9809
OMS,9736,9747,607,608,100001,100,1,0.000776,6250,:0-960,9736,9747
OMS,9731,9845,607,618,100001,100,1,0.000776,6250,:0-960,9731,9845
OMS,9732,9828,607,617,100001,100,1,0.000776,6250,:0-960,9732,9828
OMS,9733,9819,607,616,100001,100,1,0.000776,6250,:0-960,9733,9819
OMS,9746,9757,608,609,100001,100,1,0.000776,6250,:0-960,9746,9757
OMS,9741,9855,608,619,100001,100,1,0.000776,6250,:0-960,9741,9855
OMS,9742,9838,608,618,100001,100,1,0.000776,6250,:0-960,9742,9838
OMS,9743,9829,608,617,100001,100,1,0.000776,6250,:0-960,9743,9829
OMS,9756,9767,609,610,100001,100,1,0.000776,6250,:0-960,9756,9767
OMS,9751,9865,609,620,100001,100,1,0.000776,6250,:0-960,9751,9865
OMS,9752,9848,609,619,100001,100,1,0.000776,6250,:0-960,9752,9848
OMS,9753,9839,609,618,100001,100,1,0.000776,6250,:0-960,9753,9839
OMS,9766,9777,610,611,100001,100,1,0.000776,6250,:0-960,9766,9777
OMS,9761,9875,610,621,100001,100,1,0.000776,6250,:0-960,9761,9875
OMS,9762,9858,610,620,100001,100,1,0.000776,6250,:0-960,9762,9858
OMS,9763,9849,610,619,100001,100,1,0.000776,6250,:0-960,9763,9849
OMS,9776,9787,611,612,100001,100,1,0.000776,6250,:0-960,9776,9787
OMS,9771,9885,611,622,100001,100,1,0.000776,6250,:0-960,9771,9885
OMS,9772,9868,611,621,100001,100,1,0.000776,6250,:0-960,9772,9868
OMS,9773,9859,611,620,100001,100,1,0.000776,6250,:0-960,9773,9859
OMS,9782,9878,612,622,100001,100,1,0.000776,6250,:0-960,9782,9878
OMS,9783,9869,612,621,100001,100,1,0.000776,6250,:0-960,9783,9869
OMS,9797,6912,613,1162,1,100,1,0.000776,6250,:0-964,6912,9797
OMS,9796,9807,613,614,100001,100,1,0.000776,6250,:0-960,9796,9807
OMS,9791,9905,613,624,100001,100,1,0.000776,6250,:0-960,9791,9905
OMS,9792,9888,613,623,100001,100,1,0.000776,6250,:0-960,9792,9888
OMS,9806,9817,614,615,100001,100,1,0.000776,6250,:0-960,9806,9817
OMS,9801,9915,614,625,100001,100,1,0.000776,6250,:0-960,9801,9915
OMS,9802,9898,614,624,100001,100,1,0.000776,6250,:0-960,9802,9898
OMS,9803,9889,614,623,100001,100,1,0.000776,6250,:0-960,9803,9889
OMS,9816,9827,615,616,100001,100,1,0.000776,6250,:0-960,9816,9827
OMS,9811,9925,615,626,100001,100,1,0.000776,6250,:0-960,9811,9925
OMS,9812,9908,615,625,100001,100,1,0.000776,6250,:0-960,9812,9908
OMS,9813,9899,615,624,100001,100,1,0.000776,6250,:0-960,9813,9899
OMS,9826,9837,616,617,100001,100,1,0.000776,6250,:0-960,9826,9837
OMS,9821,9935,616,627,100001,100,1,0.000776,6250,:0-960,9821,9935
OMS,9822,9918,616,626,100001,100,1,0.000776,6250,:0-960,9822,9918
OMS,9823,9909,616,625,100001,100,1,0.000776,6250,:0-960,9823,9909
OMS,9836,9847,617,618,100001,100,1,0.000776,6250,:0-960,9836,9847
OMS,9831,9945,617,628,100001,100,1,0.000776,6250,:0-960,9831,9945
OMS,9832,9928,617,627,100001,100,1,0.000776,6250,:0-960,9832,9928
OMS,9833,9919,617,626,100001,100,1,0.000776,6250,:0-960,9833,9919
OMS,9846,9857,618,619,100001,100,1,0.000776,6250,:0-960,9846,9857
OMS,9841,9955,618,629,100001,100,1,0.000776,6250,:0-960,9841,9955
OMS,9842,9938,618,628,100001,100,1,0.000776,6250,:0-960,9842,9938
OMS,9843,9929,618,627,100001,100,1,0.000776,6250,:0-960,9843,9929
OMS,9856,9867,619,620,100001,100,1,0.000776,6250,:0-960,9856,9867
OMS,9851,9965,619,630,100001,100,1,0.000776,6250,:0-960,9851,9965
OMS,9852,9948,619,629,100001,100,1,0.000776,6250,:0-960,9852,9948
OMS,9853,9939,619,628,100001,100,1,0.000776,6250,:0-960,9853,9939
OMS,9866,9877,620,621,100001,100,1,0.000776,6250,:0-960,9866,9877
OMS,9861,9975,620,631,100001,100,1,0.000776,6250,:0-960,9861,9975
OMS,9862,9958,620,630,100001,100,1,0.000776,6250,:0-960,9862,9958
OMS,9863,9949,620,629,100001,100,1,0.000776,6250,:0-960,9863,9949
OMS,9876,9887,621,622,100001,100,1,0.000776,6250,:0-960,9876,9887
OMS,9871,9985,621,632,100001,100,1,0.000776,6250,:0-960,9871,9985
OMS,9872,9968,621,631,100001,100,1,0.000776,6250,:0-960,9872,9968
OMS,9873,9959,621,630,100001,100,1,0.000776,6250,:0-960,9873,9959
OMS,9882,9978,622,632,100001,100,1,0.000776,6250,:0-960,9882,9978
OMS,9883,9969,622,631,100001,100,1,0.000776,6250,:0-960,9883,9969
OMS,9897,7012,623,1172,1,100,1,0.000776,6250,:0-964,7012,9897
OMS,9896,9907,623,624,100001,100,1,0.000776,6250,:0-960,9896,9907
OMS,9891,10005,623,634,100001,100,1,0.000776,6250,:0-960,9891,10005
OMS,9892,9988,623,633,100001,100,1,0.000776,6250,:0-960,9892,9988
OMS,9906,9917,624,625,100001,100,1,0.000776,6250,:0-960,9906,9917
OMS,9901,10015,624,635,100001,100,1,0.000776,6250,:0-960,9901,10015
OMS,9902,9998,624,634,100001,100,1,0.000776,6250,:0-960,9902,9998
OMS,9903,9989,624,633,100001,100,1,0.000776,6250,:0-960,9903,9989
OMS,9916,9927,625,626,100001,100,1,0.000776,6250,:0-960,9916,9927
OMS,9911,10025,625,636,100001,100,1,0.000776,6250,:0-960,9911,10025
OMS,9912,10008,625,635,100001,100,1,0.000776,6250,:0-960,9912,10008
OMS,9913,9999,625,634,100001,100,1,0.000776,6250,:0-960,9913,9999
OMS,9926,9937,626,627,100001,100,1,0.000776,6250,:0-960,9926,9937
OMS,9921,10035,626,637,100001,100,1,0.000776,6250,:0-960,9921,10035
OMS,9922,10018,626,636,100001,100,1,0.000776,6250,:0-960,9922,10018
OMS,9923,10009,626,635,100001,100,1,0.000776,6250,:0-960,9923,10009
OMS,9936,9947,627,628,100001,100,1,0.000776,6250,:0-960,9936,9947
OMS,9931,10045,627,638,100001,100,1,0.000776,6250,:0-960,9931,10045
OMS,9932,10028,627,637,100001,100,1,0.000776,6250,:0-960,9932,10028
OMS,9933,10019,627,636,100001,100,1,0.000776,6250,:0-960,9933,10019
OMS,9946,9957,628,629,100001,100,1,0.000776,6250,:0-960,9946,9957
OMS,9941,10055,628,639,100001,100,1,0.000776,6250,:0-960,9941,10055
OMS,9942,10038,628,638,100001,100,1,0.000776,6250,:0-960,9942,10038
OMS,9943,10029,628,637,100001,100,1,0.000776,6250,:0-960,9943,10029
OMS,9956,9967,629,630,100001,100,1,0.000776,6250,:0-960,9956,9967
OMS,9951,10065,629,640,100001,100,1,0.000776,6250,:0-960,9951,10065
OMS,9952,10048,629,639,100001,100,1,0.000776,6250,:0-960,9952,10048
OMS,9953,10039,629,638,100001,100,1,0.000776,6250,:0-960,9953,10039
OMS,9966,9977,630,631,100001,100,1,0.000776,6250,:0-960,9966,9977
OMS,9961,10075,630,641,100001,100,1,0.000776,6250,:0-960,9961,10075
OMS,9962,10058,630,640,100001,100,1,0.000776,6250,:0-960,9962,10058
OMS,9963,10049,630,639,100001,100,1,0.000776,6250,:0-960,9963,10049
OMS,9976,9987,631,632,100001,100,1,0.000776,6250,:0-960,9976,9987
OMS,9971,10085,631,642,100001,100,1,0.000776,6250,:0-960,9971,10085
OMS,9972,10068,631,641,100001,100,1,0.000776,6250,:0-960,9972,10068
OMS,9973,10059,631,640,100001,100,1,0.000776,6250,:0-960,9973,10059
OMS,9982,10078,632,642,100001,100,1,0.000776,6250,:0-960,9982,10078
OMS,9983,10069,632,641,100001,100,1,0.000776,6250,:0-960,9983,10069
OMS,9997,7112,633,1182,1,100,1,0.000776,6250,:0-964,7112,9997
OMS,9996,10007,633,634,100001,100,1,0.000776,6250,:0-960,9996,10007
OMS,9991,10105,633,644,100001,100,1,0.000776,6250,:0-960,9991,10105
OMS,9992,10088,633,643,100001,100,1,0.000776,6250,:0-960,9992,10088
OMS,10006,10017,634,635,100001,100,1,0.000776,6250,:0-960,10006,10017
OMS,10001,10115,634,645,100001,100,1,0.000776,6250,:0-960,10001,10115
OMS,10002,10098,634,644,100001,100,1,0.000776,6250,:0-960,10002,10098
OMS,10003,10089,634,643,100001,100,1,0.000776,6250,:0-960,10003,10089
OMS,10016,10027,635,636,100001,100,1,0.000776,6250,:0-960,10016,10027
OMS,10011,10125,635,646,100001,100,1,0.000776,6250,:0-960,10011,10125
OMS,10012,10108,635,645,100001,100,1,0.000776,6250,:0-960,10012,10108
OMS,10013,10099,635,644,100001,100,1,0.000776,6250,:0-960,10013,10099
OMS,10026,10037,636,637,100001,100,1,0.000776,6250,:0-960,10026,10037
OMS,10021,10135,636,647,100001,100,1,0.000776,6250,:0-960,10021,10135
OMS,10022,10118,636,646,100001,100,1,0.000776,6250,:0-960,10022,10118
OMS,10023,10109,636,645,100001,100,1,0.000776,6250,:0-960,10023,10109
OMS,10036,10047,637,638,100001,100,1,0.000776,6250,:0-960,10036,10047
OMS,10031,10145,637,648,100001,100,1,0.000776,6250,:0-960,10031,10145
OMS,10032,10128,637,647,100001,100,1,0.000776,6250,:0-960,10032,10128
OMS,10033,10119,637,646,100001,100,1,0.000776,6250,:0-960,10033,10119
OMS,10046,10057,638,639,100001,100,1,0.000776,6250,:0-960,10046,10057
OMS,10041,10155,638,649,100001,100,1,0.000776,6250,:0-960,10041,10155
OMS,10042,10138,638,648,100001,100,1,0.000776,6250,:0-960,10042,10138
OMS,10043,10129,638,647,100001,100,1,0.000776,6250,:0-960,10043,10129
OMS,10056,10067,639,640,100001,100,1,0.000776,6250,:0-960,10056,10067
OMS,10051,10165,639,650,100001,100,1,0.000776,6250,:0-960,10051,10165
OMS,10052,10148,639,649,100001,100,1,0.000776,6250,:0-960,10052,10148
OMS,10053,10139,639,648,100001,100,1,0.000776,6250,:0-960,10053,10139
OMS,10066,10077,640,641,100001,100,1,0.000776,6250,:0-960,10066,10077
OMS,10061,10175,640,651,100001,100,1,0.000776,6250,:0-960,10061,10175
OMS,10062,10158,640,650,100001,100,1,0.000776,6250,:0-960,10062,10158
OMS,10063,10149,640,649,100001,100,1,0.000776,6250,:0-960,10063,10149
OMS,10076,10087,641,642,100001,100,1,0.000776,6250,:0-960,10076,10087
OMS,10071,10185,641,652,100001,100,1,0.000776,6250,:0-960,10071,10185
OMS,10072,10168,641,651,100001,100,1,0.000776,6250,:0-960,10072,10168
OMS,10073,10159,641,650,100001,100,1,0.000776,6250,:0-960,10073,10159
OMS,10082,10178,642,652,100001,100,1,0.000776,6250,:0-960,10082,10178
OMS,10083,10169,642,651,100001,100,1,0.000776,6250,:0-960,10083,10169
OMS,10097,7212,643,1192,1,100,1,0.000776,6250,:0-964,7212,10097
OMS,10096,10107,643,644,100001,100,1,0.000776,6250,:0-960,10096,10107
OMS,10091,10205,643,654,100001,100,1,0.000776,6250,:0-960,10091,10205
OMS,10092,10188,643,653,100001,100,1,0.000776,6250,:0-960,10092,10188
OMS,10106,10117,644,645,100001,100,1,0.000776,6250,:0-960,10106,10117
OMS,10101,10215,644,655,100001,100,1,0.000776,6250,:0-960,10101,10215
OMS,10102,10198,644,654,100001,100,1,0.000776,6250,:0-960,10102,10198
OMS,10103,10189,644,653,100001,100,1,0.000776,6250,:0-960,10103,10189
OMS,10116,10127,645,646,100001,100,1,0.000776,6250,:0-960,10116,10127
OMS,10111,10225,645,656,100001,100,1,0.000776,6250,:0-960,10111,10225
OMS,10112,10208,645,655,100001,100,1,0.000776,6250,:0-960,10112,10208
OMS,10113,10199,645,654,100001,100,1,0.000776,6250,:0-960,10113,10199
OMS,10126,10137,646,647,100001,100,1,0.000776,6250,:0-960,10126,10137
OMS,10121,10235,646,657,100001,100,1,0.000776,6250,:0-960,10121,10235
OMS,10122,10218,646,656,100001,100,1,0.000776,6250,:0-960,10122,10218
OMS,10123,10209,646,655,100001,100,1,0.000776,6250,:0-960,10123,10209
OMS,10136,10147,647,648,100001,100,1,0.000776,6250,:0-960,10136,10147
OMS,10131,10245,647,658,100001,100,1,0.000776,6250,:0-960,10131,10245
OMS,10132,10228,647,657,100001,100,1,0.000776,6250,:0-960,10132,10228
OMS,10133,10219,647,656,100001,100,1,0.000776,6250,:0-960,10133,10219
OMS,10146,10157,648,649,100001,100,1,0.000776,6250,:0-960,10146,10157
OMS,10141,10255,648,659,100001,100,1,0.000776,6250,:0-960,10141,10255
OMS,10142,10238,648,658,100001,100,1,0.000776,6250,:0-960,10142,10238
OMS,10143,10229,648,657,100001,100,1,0.000776,6250,:0-960,10143,10229
