OMS,omsId,remoteOmsId,src,snk,cost,distance,ots,osnr,slice,colors
OMS,9321,9435,513,577,100001,100,1,0.000776,6250,:0-960
OMS,9322,9418,513,576,100001,100,1,0.000776,6250,:0-960
OMS,9323,9409,513,575,100001,100,1,0.000776,6250,:0-960
OMS,9337,9326,514,513,100001,100,1,0.000776,6250,:0-960
OMS,9336,9347,514,515,100001,100,1,0.000776,6250,:0-960
OMS,9335,9221,514,503,100001,100,1,0.000776,6250,:0-960
OMS,9334,9320,514,513,100001,100,1,0.000776,6250,
OMS,9329,9243,514,505,100001,100,1,0.000776,6250,:0-960
OMS,9328,9232,514,504,100001,100,1,0.000776,6250,:0-960
OMS,9330,9344,514,515,100001,100,1,0.000776,6250,
OMS,9331,9445,514,578,100001,100,1,0.000776,6250,:0-960
OMS,9332,9428,514,577,100001,100,1,0.000776,6250,:0-960
OMS,9333,9419,514,576,100001,100,1,0.000776,6250,:0-960
OMS,9347,9336,515,514,100001,100,1,0.000776,6250,:0-960
OMS,9346,9357,515,516,100001,100,1,0.000776,6250,:0-960
OMS,9345,9231,515,504,100001,100,1,0.000776,6250,:0-960
OMS,9344,9330,515,514,100001,100,1,0.000776,6250,
OMS,9339,9253,515,506,100001,100,1,0.000776,6250,:0-960
OMS,9338,9242,515,505,100001,100,1,0.000776,6250,:0-960
OMS,9340,9354,515,516,100001,100,1,0.000776,6250,
OMS,9341,9455,515,579,100001,100,1,0.000776,6250,:0-960
OMS,9342,9438,515,578,100001,100,1,0.000776,6250,:0-960
OMS,9343,9429,515,577,100001,100,1,0.000776,6250,:0-960
OMS,9357,9346,516,515,100001,100,1,0.000776,6250,:0-960
OMS,9356,9367,516,520,100001,100,1,0.000776,6250,:0-960
OMS,9355,9241,516,505,100001,100,1,0.000776,6250,:0-960
OMS,9354,9340,516,515,100001,100,1,0.000776,6250,
OMS,9349,9263,516,507,100001,100,1,0.000776,6250,:0-960
OMS,9348,9252,516,506,100001,100,1,0.000776,6250,:0-960
OMS,9350,9364,516,520,100001,100,1,0.000776,6250,
OMS,9351,9465,516,580,100001,100,1,0.000776,6250,:0-960
OMS,9352,9448,516,579,100001,100,1,0.000776,6250,:0-960
OMS,9353,9439,516,578,100001,100,1,0.000776,6250,:0-960
OMS,9367,9356,520,516,100001,100,1,0.000776,6250,:0-960
OMS,9366,9377,520,525,100001,100,1,0.000776,6250,:0-960
OMS,9365,9251,520,506,100001,100,1,0.000776,6250,:0-960
OMS,9364,9350,520,516,100001,100,1,0.000776,6250,
OMS,9359,9273,520,508,100001,100,1,0.000776,6250,:0-960
OMS,9358,9262,520,507,100001,100,1,0.000776,6250,:0-960
OMS,9360,9374,520,525,100001,100,1,0.000776,6250,
OMS,9361,9475,520,581,100001,100,1,0.000776,6250,:0-960
OMS,9362,9458,520,580,100001,100,1,0.000776,6250,:0-960
OMS,9363,9449,520,579,100001,100,1,0.000776,6250,:0-960
OMS,9377,9366,525,520,100001,100,1,0.000776,6250,:0-960
OMS,9376,9387,525,527,100001,100,1,0.000776,6250,:0-960
OMS,9375,9261,525,507,100001,100,1,0.000776,6250,:0-960
OMS,9374,9360,525,520,100001,100,1,0.000776,6250,
OMS,9369,9283,525,509,100001,100,1,0.000776,6250,:0-960
OMS,9368,9272,525,508,100001,100,1,0.000776,6250,:0-960
OMS,9370,9384,525,527,100001,100,1,0.000776,6250,
OMS,9371,9485,525,582,100001,100,1,0.000776,6250,:0-960
OMS,9372,9468,525,581,100001,100,1,0.000776,6250,:0-960
OMS,9373,9459,525,580,100001,100,1,0.000776,6250,:0-960
OMS,9387,9376,527,525,100001,100,1,0.000776,6250,:0-960
OMS,9385,9271,527,508,100001,100,1,0.000776,6250,:0-960
OMS,9384,9370,527,525,100001,100,1,0.000776,6250,
OMS,9378,9282,527,509,100001,100,1,0.000776,6250,:0-960
OMS,9382,9478,527,582,100001,100,1,0.000776,6250,:0-960
OMS,9383,9469,527,581,100001,100,1,0.000776,6250,:0-960
OMS,9397,6512,562,1122,1,100,1,0.000776,6250,:0-964
OMS,9396,9407,562,570,100001,100,1,0.000776,6250,:0-960
OMS,9394,6509,562,1122,100001,100,1,0.000776,6250,:0-960
OMS,9389,9303,562,511,100001,100,1,0.000776,6250,:0-960
OMS,9388,9292,562,510,100001,100,1,0.000776,6250,:0-960
OMS,9390,9404,562,570,100001,100,1,0.000776,6250,
OMS,9391,9505,562,584,100001,100,1,0.000776,6250,:0-960
OMS,9392,9488,562,583,100001,100,1,0.000776,6250,:0-960
OMS,9407,9396,570,562,100001,100,1,0.000776,6250,:0-960
OMS,9406,9417,570,575,100001,100,1,0.000776,6250,:0-960
OMS,9405,9291,570,510,100001,100,1,0.000776,6250,:0-960
OMS,9404,9390,570,562,100001,100,1,0.000776,6250,
OMS,9399,9313,570,512,100001,100,1,0.000776,6250,:0-960
OMS,9398,9302,570,511,100001,100,1,0.000776,6250,:0-960
OMS,9400,9414,570,575,100001,100,1,0.000776,6250,
OMS,9401,9515,570,585,100001,100,1,0.000776,6250,:0-960
OMS,9402,9498,570,584,100001,100,1,0.000776,6250,:0-960
OMS,9403,9489,570,583,100001,100,1,0.000776,6250,:0-960
OMS,9417,9406,575,570,100001,100,1,0.000776,6250,:0-960
OMS,9416,9427,575,576,100001,100,1,0.000776,6250,:0-960
OMS,9415,9301,575,511,100001,100,1,0.000776,6250,:0-960
OMS,9414,9400,575,570,100001,100,1,0.000776,6250,
OMS,9409,9323,575,513,100001,100,1,0.000776,6250,:0-960
OMS,9408,9312,575,512,100001,100,1,0.000776,6250,:0-960
OMS,9410,9424,575,576,100001,100,1,0.000776,6250,
OMS,9411,9525,575,586,100001,100,1,0.000776,6250,:0-960
OMS,9412,9508,575,585,100001,100,1,0.000776,6250,:0-960
OMS,9413,9499,575,584,100001,100,1,0.000776,6250,:0-960
OMS,9427,9416,576,575,100001,100,1,0.000776,6250,:0-960
OMS,9426,9437,576,577,100001,100,1,0.000776,6250,:0-960
OMS,9425,9311,576,512,100001,100,1,0.000776,6250,:0-960
OMS,9424,9410,576,575,100001,100,1,0.000776,6250,
OMS,9419,9333,576,514,100001,100,1,0.000776,6250,:0-960
OMS,9418,9322,576,513,100001,100,1,0.000776,6250,:0-960
OMS,9420,9434,576,577,100001,100,1,0.000776,6250,
OMS,9421,9535,576,587,100001,100,1,0.000776,6250,:0-960
OMS,9422,9518,576,586,100001,100,1,0.000776,6250,:0-960
OMS,9423,9509,576,585,100001,100,1,0.000776,6250,:0-960
OMS,9437,9426,577,576,100001,100,1,0.000776,6250,:0-960
OMS,9436,9447,577,578,100001,100,1,0.000776,6250,:0-960
OMS,9435,9321,577,513,100001,100,1,0.000776,6250,:0-960
OMS,9434,9420,577,576,100001,100,1,0.000776,6250,
OMS,9429,9343,577,515,100001,100,1,0.000776,6250,:0-960
OMS,9428,9332,577,514,100001,100,1,0.000776,6250,:0-960
OMS,9430,9444,577,578,100001,100,1,0.000776,6250,
OMS,9431,9545,577,588,100001,100,1,0.000776,6250,:0-960
OMS,9432,9528,577,587,100001,100,1,0.000776,6250,:0-960
OMS,9433,9519,577,586,100001,100,1,0.000776,6250,:0-960
OMS,9447,9436,578,577,100001,100,1,0.000776,6250,:0-960
OMS,9446,9457,578,579,100001,100,1,0.000776,6250,:0-960
OMS,9445,9331,578,514,100001,100,1,0.000776,6250,:0-960
OMS,9444,9430,578,577,100001,100,1,0.000776,6250,
OMS,9439,9353,578,516,100001,100,1,0.000776,6250,:0-960
OMS,9438,9342,578,515,100001,100,1,0.000776,6250,:0-960
OMS,9440,9454,578,579,100001,100,1,0.000776,6250,
OMS,9441,9555,578,589,100001,100,1,0.000776,6250,:0-960
OMS,9442,9538,578,588,100001,100,1,0.000776,6250,:0-960
OMS,9443,9529,578,587,100001,100,1,0.000776,6250,:0-960
OMS,9457,9446,579,578,100001,100,1,0.000776,6250,:0-960
OMS,9456,9467,579,580,100001,100,1,0.000776,6250,:0-960
OMS,9455,9341,579,515,100001,100,1,0.000776,6250,:0-960
OMS,9454,9440,579,578,100001,100,1,0.000776,6250,
OMS,9449,9363,579,520,100001,100,1,0.000776,6250,:0-960
OMS,9448,9352,579,516,100001,100,1,0.000776,6250,:0-960
OMS,9450,9464,579,580,100001,100,1,0.000776,6250,
OMS,9451,9565,579,590,100001,100,1,0.000776,6250,:0-960
OMS,9452,9548,579,589,100001,100,1,0.000776,6250,:0-960
OMS,9453,9539,579,588,100001,100,1,0.000776,6250,:0-960
OMS,9467,9456,580,579,100001,100,1,0.000776,6250,:0-960
OMS,9466,9477,580,581,100001,100,1,0.000776,6250,:0-960
OMS,9465,9351,580,516,100001,100,1,0.000776,6250,:0-960
OMS,9464,9450,580,579,100001,100,1,0.000776,6250,
OMS,9459,9373,580,525,100001,100,1,0.000776,6250,:0-960
OMS,9458,9362,580,520,100001,100,1,0.000776,6250,:0-960
OMS,9460,9474,580,581,100001,100,1,0.000776,6250,
OMS,9461,9575,580,591,100001,100,1,0.000776,6250,:0-960
OMS,9462,9558,580,590,100001,100,1,0.000776,6250,:0-960
OMS,9463,9549,580,589,100001,100,1,0.000776,6250,:0-960
OMS,9477,9466,581,580,100001,100,1,0.000776,6250,:0-960
OMS,9476,9487,581,582,100001,100,1,0.000776,6250,:0-960
OMS,9475,9361,581,520,100001,100,1,0.000776,6250,:0-960
OMS,9474,9460,581,580,100001,100,1,0.000776,6250,
OMS,9469,9383,581,527,100001,100,1,0.000776,6250,:0-960
OMS,9468,9372,581,525,100001,100,1,0.000776,6250,:0-960
OMS,9470,9484,581,582,100001,100,1,0.000776,6250,
OMS,9471,9585,581,592,100001,100,1,0.000776,6250,:0-960
OMS,9472,9568,581,591,100001,100,1,0.000776,6250,:0-960
OMS,9473,9559,581,590,100001,100,1,0.000776,6250,:0-960
OMS,9487,9476,582,581,100001,100,1,0.000776,6250,:0-960
OMS,9485,9371,582,525,100001,100,1,0.000776,6250,:0-960
OMS,9484,9470,582,581,100001,100,1,0.000776,6250,
OMS,9478,9382,582,527,100001,100,1,0.000776,6250,:0-960
OMS,9482,9578,582,592,100001,100,1,0.000776,6250,:0-960
OMS,9483,9569,582,591,100001,100,1,0.000776,6250,:0-960
OMS,9497,6612,583,1132,1,100,1,0.000776,6250,:0-964
OMS,9496,9507,583,584,100001,100,1,0.000776,6250,:0-960
OMS,9494,6609,583,1132,100001,100,1,0.000776,6250,:0-960
OMS,9489,9403,583,570,100001,100,1,0.000776,6250,:0-960
OMS,9488,9392,583,562,100001,100,1,0.000776,6250,:0-960
OMS,9490,9504,583,584,100001,100,1,0.000776,6250,
OMS,9491,9605,583,594,100001,100,1,0.000776,6250,:0-960
OMS,9492,9588,583,593,100001,100,1,0.000776,6250,:0-960
OMS,9507,9496,584,583,100001,100,1,0.000776,6250,:0-960
OMS,9506,9517,584,585,100001,100,1,0.000776,6250,:0-960
OMS,9505,9391,584,562,100001,100,1,0.000776,6250,:0-960
OMS,9504,9490,584,583,100001,100,1,0.000776,6250,
OMS,9499,9413,584,575,100001,100,1,0.000776,6250,:0-960
OMS,9498,9402,584,570,100001,100,1,0.000776,6250,:0-960
OMS,9500,9514,584,585,100001,100,1,0.000776,6250,
OMS,9501,9615,584,595,100001,100,1,0.000776,6250,:0-960
OMS,9502,9598,584,594,100001,100,1,0.000776,6250,:0-960
OMS,9503,9589,584,593,100001,100,1,0.000776,6250,:0-960
OMS,9517,9506,585,584,100001,100,1,0.000776,6250,:0-960
OMS,9516,9527,585,586,100001,100,1,0.000776,6250,:0-960
OMS,9515,9401,585,570,100001,100,1,0.000776,6250,:0-960
OMS,9514,9500,585,584,100001,100,1,0.000776,6250,
OMS,9509,9423,585,576,100001,100,1,0.000776,6250,:0-960
OMS,9508,9412,585,575,100001,100,1,0.000776,6250,:0-960
OMS,9510,9524,585,586,100001,100,1,0.000776,6250,
OMS,9511,9625,585,596,100001,100,1,0.000776,6250,:0-960
OMS,9512,9608,585,595,100001,100,1,0.000776,6250,:0-960
OMS,9513,9599,585,594,100001,100,1,0.000776,6250,:0-960
OMS,9527,9516,586,585,100001,100,1,0.000776,6250,:0-960
OMS,9526,9537,586,587,100001,100,1,0.000776,6250,:0-960
OMS,9525,9411,586,575,100001,100,1,0.000776,6250,:0-960
OMS,9524,9510,586,585,100001,100,1,0.000776,6250,
OMS,9519,9433,586,577,100001,100,1,0.000776,6250,:0-960
OMS,9518,9422,586,576,100001,100,1,0.000776,6250,:0-960
OMS,9520,9534,586,587,100001,100,1,0.000776,6250,
OMS,9521,9635,586,597,100001,100,1,0.000776,6250,:0-960
OMS,9522,9618,586,596,100001,100,1,0.000776,6250,:0-960
OMS,9523,9609,586,595,100001,100,1,0.000776,6250,:0-960
OMS,9537,9526,587,586,100001,100,1,0.000776,6250,:0-960
OMS,9536,9547,587,588,100001,100,1,0.000776,6250,:0-960
OMS,9535,9421,587,576,100001,100,1,0.000776,6250,:0-960
OMS,9534,9520,587,586,100001,100,1,0.000776,6250,
OMS,9529,9443,587,578,100001,100,1,0.000776,6250,:0-960
OMS,9528,9432,587,577,100001,100,1,0.000776,6250,:0-960
OMS,9530,9544,587,588,100001,100,1,0.000776,6250,
OMS,9531,9645,587,598,100001,100,1,0.000776,6250,:0-960
OMS,9532,9628,587,597,100001,100,1,0.000776,6250,:0-960
OMS,9533,9619,587,596,100001,100,1,0.000776,6250,:0-960
OMS,9547,9536,588,587,100001,100,1,0.000776,6250,:0-960
OMS,9546,9557,588,589,100001,100,1,0.000776,6250,:0-960
OMS,9545,9431,588,577,100001,100,1,0.000776,6250,:0-960
OMS,9544,9530,588,587,100001,100,1,0.000776,6250,
OMS,9539,9453,588,579,100001,100,1,0.000776,6250,:0-960
OMS,9538,9442,588,578,100001,100,1,0.000776,6250,:0-960
OMS,9540,9554,588,589,100001,100,1,0.000776,6250,
OMS,9541,9655,588,599,100001,100,1,0.000776,6250,:0-960
OMS,9542,9638,588,598,100001,100,1,0.000776,6250,:0-960
OMS,9543,9629,588,597,100001,100,1,0.000776,6250,:0-960
OMS,9557,9546,589,588,100001,100,1,0.000776,6250,:0-960
OMS,9556,9567,589,590,100001,100,1,0.000776,6250,:0-960
OMS,9555,9441,589,578,100001,100,1,0.000776,6250,:0-960
OMS,9554,9540,589,588,100001,100,1,0.000776,6250,
OMS,9549,9463,589,580,100001,100,1,0.000776,6250,:0-960
OMS,9548,9452,589,579,100001,100,1,0.000776,6250,:0-960
OMS,9550,9564,589,590,100001,100,1,0.000776,6250,
OMS,9551,9665,589,600,100001,100,1,0.000776,6250,:0-960
OMS,9552,9648,589,599,100001,100,1,0.000776,6250,:0-960
OMS,9553,9639,589,598,100001,100,1,0.000776,6250,:0-960
OMS,9567,9556,590,589,100001,100,1,0.000776,6250,:0-960
OMS,9566,9577,590,591,100001,100,1,0.000776,6250,:0-960
OMS,9565,9451,590,579,100001,100,1,0.000776,6250,:0-960
OMS,9564,9550,590,589,100001,100,1,0.000776,6250,
OMS,9559,9473,590,581,100001,100,1,0.000776,6250,:0-960
OMS,9558,9462,590,580,100001,100,1,0.000776,6250,:0-960
OMS,9560,9574,590,591,100001,100,1,0.000776,6250,
OMS,9561,9675,590,601,100001,100,1,0.000776,6250,:0-960
OMS,9562,9658,590,600,100001,100,1,0.000776,6250,:0-960
OMS,9563,9649,590,599,100001,100,1,0.000776,6250,:0-960
OMS,9577,9566,591,590,100001,100,1,0.000776,6250,:0-960
OMS,9576,9587,591,592,100001,100,1,0.000776,6250,:0-960
OMS,9575,9461,591,580,100001,100,1,0.000776,6250,:0-960
OMS,9574,9560,591,590,100001,100,1,0.000776,6250,
OMS,9569,9483,591,582,100001,100,1,0.000776,6250,:0-960
OMS,9568,9472,591,581,100001,100,1,0.000776,6250,:0-960
OMS,9570,9584,591,592,100001,100,1,0.000776,6250,
OMS,9571,9685,591,602,100001,100,1,0.000776,6250,:0-960
OMS,9572,9668,591,601,100001,100,1,0.000776,6250,:0-960
OMS,9573,9659,591,600,100001,100,1,0.000776,6250,:0-960
OMS,9587,9576,592,591,100001,100,1,0.000776,6250,:0-960
OMS,9585,9471,592,581,100001,100,1,0.000776,6250,:0-960
OMS,9584,9570,592,591,100001,100,1,0.000776,6250,
OMS,9578,9482,592,582,100001,100,1,0.000776,6250,:0-960
OMS,9582,9678,592,602,100001,100,1,0.000776,6250,:0-960
OMS,9583,9669,592,601,100001,100,1,0.000776,6250,:0-960
OMS,9597,6712,593,1142,1,100,1,0.000776,6250,:0-964
OMS,9596,9607,593,594,100001,100,1,0.000776,6250,:0-960
OMS,9594,6709,593,1142,100001,100,1,0.000776,6250,:0-960
OMS,9589,9503,593,584,100001,100,1,0.000776,6250,:0-960
OMS,9588,9492,593,583,100001,100,1,0.000776,6250,:0-960
OMS,9590,9604,593,594,100001,100,1,0.000776,6250,
OMS,9591,9705,593,604,100001,100,1,0.000776,6250,:0-960
OMS,9592,9688,593,603,100001,100,1,0.000776,6250,:0-960
OMS,9607,9596,594,593,100001,100,1,0.000776,6250,:0-960
OMS,9606,9617,594,595,100001,100,1,0.000776,6250,:0-960
OMS,9605,9491,594,583,100001,100,1,0.000776,6250,:0-960
OMS,9604,9590,594,593,100001,100,1,0.000776,6250,
OMS,9599,9513,594,585,100001,100,1,0.000776,6250,:0-960
OMS,9598,9502,594,584,100001,100,1,0.000776,6250,:0-960
OMS,9600,9614,594,595,100001,100,1,0.000776,6250,
OMS,9601,9715,594,605,100001,100,1,0.000776,6250,:0-960
OMS,9602,9698,594,604,100001,100,1,0.000776,6250,:0-960
OMS,9603,9689,594,603,100001,100,1,0.000776,6250,:0-960
OMS,9617,9606,595,594,100001,100,1,0.000776,6250,:0-960
OMS,9616,9627,595,596,100001,100,1,0.000776,6250,:0-960
OMS,9615,9501,595,584,100001,100,1,0.000776,6250,:0-960
OMS,9614,9600,595,594,100001,100,1,0.000776,6250,
OMS,9609,9523,595,586,100001,100,1,0.000776,6250,:0-960
OMS,9608,9512,595,585,100001,100,1,0.000776,6250,:0-960
OMS,9610,9624,595,596,100001,100,1,0.000776,6250,
OMS,9611,9725,595,606,100001,100,1,0.000776,6250,:0-960
OMS,9612,9708,595,605,100001,100,1,0.000776,6250,:0-960
OMS,9613,9699,595,604,100001,100,1,0.000776,6250,:0-960
OMS,9627,9616,596,595,100001,100,1,0.000776,6250,:0-960
OMS,9626,9637,596,597,100001,100,1,0.000776,6250,:0-960
OMS,9625,9511,596,585,100001,100,1,0.000776,6250,:0-960
OMS,9624,9610,596,595,100001,100,1,0.000776,6250,
OMS,9619,9533,596,587,100001,100,1,0.000776,6250,:0-960
OMS,9618,9522,596,586,100001,100,1,0.000776,6250,:0-960
OMS,9620,9634,596,597,100001,100,1,0.000776,6250,
OMS,9621,9735,596,607,100001,100,1,0.000776,6250,:0-960
OMS,9622,9718,596,606,100001,100,1,0.000776,6250,:0-960
OMS,9623,9709,596,605,100001,100,1,0.000776,6250,:0-960
OMS,9637,9626,597,596,100001,100,1,0.000776,6250,:0-960
OMS,9636,9647,597,598,100001,100,1,0.000776,6250,:0-960
OMS,9635,9521,597,586,100001,100,1,0.000776,6250,:0-960
OMS,9634,9620,597,596,100001,100,1,0.000776,6250,
OMS,9629,9543,597,588,100001,100,1,0.000776,6250,:0-960
OMS,9628,9532,597,587,100001,100,1,0.000776,6250,:0-960
OMS,9630,9644,597,598,100001,100,1,0.000776,6250,
OMS,9631,9745,597,608,100001,100,1,0.000776,6250,:0-960
OMS,9632,9728,597,607,100001,100,1,0.000776,6250,:0-960
OMS,9633,9719,597,606,100001,100,1,0.000776,6250,:0-960
OMS,9647,9636,598,597,100001,100,1,0.000776,6250,:0-960
OMS,9646,9657,598,599,100001,100,1,0.000776,6250,:0-960
OMS,9645,9531,598,587,100001,100,1,0.000776,6250,:0-960
OMS,9644,9630,598,597,100001,100,1,0.000776,6250,
OMS,9639,9553,598,589,100001,100,1,0.000776,6250,:0-960
OMS,9638,9542,598,588,100001,100,1,0.000776,6250,:0-960
OMS,9640,9654,598,599,100001,100,1,0.000776,6250,
OMS,9641,9755,598,609,100001,100,1,0.000776,6250,:0-960
OMS,9642,9738,598,608,100001,100,1,0.000776,6250,:0-960
OMS,9643,9729,598,607,100001,100,1,0.000776,6250,:0-960
OMS,9657,9646,599,598,100001,100,1,0.000776,6250,:0-960
OMS,9656,9667,599,600,100001,100,1,0.000776,6250,:0-960
OMS,9655,9541,599,588,100001,100,1,0.000776,6250,:0-960
OMS,9654,9640,599,598,100001,100,1,0.000776,6250,
OMS,9649,9563,599,590,100001,100,1,0.000776,6250,:0-960
OMS,9648,9552,599,589,100001,100,1,0.000776,6250,:0-960
OMS,9650,9664,599,600,100001,100,1,0.000776,6250,
OMS,9651,9765,599,610,100001,100,1,0.000776,6250,:0-960
OMS,9652,9748,599,609,100001,100,1,0.000776,6250,:0-960
OMS,9653,9739,599,608,100001,100,1,0.000776,6250,:0-960
OMS,9667,9656,600,599,100001,100,1,0.000776,6250,:0-960
OMS,9666,9677,600,601,100001,100,1,0.000776,6250,:0-960
OMS,9665,9551,600,589,100001,100,1,0.000776,6250,:0-960
OMS,9664,9650,600,599,100001,100,1,0.000776,6250,
OMS,9659,9573,600,591,100001,100,1,0.000776,6250,:0-960
OMS,9658,9562,600,590,100001,100,1,0.000776,6250,:0-960
OMS,9660,9674,600,601,100001,100,1,0.000776,6250,
OMS,9661,9775,600,611,100001,100,1,0.000776,6250,:0-960
OMS,9662,9758,600,610,100001,100,1,0.000776,6250,:0-960
OMS,9663,9749,600,609,100001,100,1,0.000776,6250,:0-960
OMS,9677,9666,601,600,100001,100,1,0.000776,6250,:0-960
OMS,9676,9687,601,602,100001,100,1,0.000776,6250,:0-960
OMS,9675,9561,601,590,100001,100,1,0.000776,6250,:0-960
OMS,9674,9660,601,600,100001,100,1,0.000776,6250,
OMS,9669,9583,601,592,100001,100,1,0.000776,6250,:0-960
OMS,9668,9572,601,591,100001,100,1,0.000776,6250,:0-960
OMS,9670,9684,601,602,100001,100,1,0.000776,6250,
OMS,9671,9785,601,612,100001,100,1,0.000776,6250,:0-960
OMS,9672,9768,601,611,100001,100,1,0.000776,6250,:0-960
OMS,9673,9759,601,610,100001,100,1,0.000776,6250,:0-960
OMS,9687,9676,602,601,100001,100,1,0.000776,6250,:0-960
OMS,9685,9571,602,591,100001,100,1,0.000776,6250,:0-960
OMS,9684,9670,602,601,100001,100,1,0.000776,6250,
OMS,9678,9582,602,592,100001,100,1,0.000776,6250,:0-960
OMS,9682,9778,602,612,100001,100,1,0.000776,6250,:0-960
OMS,9683,9769,602,611,100001,100,1,0.000776,6250,:0-960
OMS,9697,6812,603,1152,1,100,1,0.000776,6250,:0-964
OMS,9696,9707,603,604,100001,100,1,0.000776,6250,:0-960
OMS,9694,6809,603,1152,100001,100,1,0.000776,6250,:0-960
OMS,9689,9603,603,594,100001,100,1,0.000776,6250,:0-960
OMS,9688,9592,603,593,100001,100,1,0.000776,6250,:0-960
OMS,9690,9704,603,604,100001,100,1,0.000776,6250,
OMS,9691,9805,603,614,100001,100,1,0.000776,6250,:0-960
OMS,9692,9788,603,613,100001,100,1,0.000776,6250,:0-960
OMS,9707,9696,604,603,100001,100,1,0.000776,6250,:0-960
OMS,9706,9717,604,605,100001,100,1,0.000776,6250,:0-960
OMS,9705,9591,604,593,100001,100,1,0.000776,6250,:0-960
OMS,9704,9690,604,603,100001,100,1,0.000776,6250,
OMS,9699,9613,604,595,100001,100,1,0.000776,6250,:0-960
OMS,9698,9602,604,594,100001,100,1,0.000776,6250,:0-960
OMS,9700,9714,604,605,100001,100,1,0.000776,6250,
OMS,9701,9815,604,615,100001,100,1,0.000776,6250,:0-960
OMS,9702,9798,604,614,100001,100,1,0.000776,6250,:0-960
OMS,9703,9789,604,613,100001,100,1,0.000776,6250,:0-960
OMS,9717,9706,605,604,100001,100,1,0.000776,6250,:0-960
OMS,9716,9727,605,606,100001,100,1,0.000776,6250,:0-960
OMS,9715,9601,605,594,100001,100,1,0.000776,6250,:0-960
OMS,9714,9700,605,604,100001,100,1,0.000776,6250,
OMS,9709,9623,605,596,100001,100,1,0.000776,6250,:0-960
OMS,9708,9612,605,595,100001,100,1,0.000776,6250,:0-960
OMS,9710,9724,605,606,100001,100,1,0.000776,6250,
OMS,9711,9825,605,616,100001,100,1,0.000776,6250,:0-960
OMS,9712,9808,605,615,100001,100,1,0.000776,6250,:0-960
OMS,9713,9799,605,614,100001,100,1,0.000776,6250,:0-960
OMS,9727,9716,606,605,100001,100,1,0.000776,6250,:0-960
OMS,9726,9737,606,607,100001,100,1,0.000776,6250,:0-960
OMS,9725,9611,606,595,100001,100,1,0.000776,6250,:0-960
OMS,9724,9710,606,605,100001,100,1,0.000776,6250,
OMS,9719,9633,606,597,100001,100,1,0.000776,6250,:0-960
OMS,9718,9622,606,596,100001,100,1,0.000776,6250,:0-960
OMS,9720,9734,606,607,100001,100,1,0.000776,6250,
OMS,9721,9835,606,617,100001,100,1,0.000776,6250,:0-960
OMS,9722,9818,606,616,100001,100,1,0.000776,6250,:0-960
OMS,9723,9809,606,615,100001,100,1,0.000776,6250,:0-960
OMS,9737,9726,607,606,100001,100,1,0.000776,6250,:0-960
OMS,9736,9747,607,608,100001,100,1,0.000776,6250,:0-960
OMS,9735,9621,607,596,100001,100,1,0.000776,6250,:0-960
OMS,9734,9720,607,606,100001,100,1,0.000776,6250,
OMS,9729,9643,607,598,100001,100,1,0.000776,6250,:0-960
OMS,9728,9632,607,597,100001,100,1,0.000776,6250,:0-960
OMS,9730,9744,607,608,100001,100,1,0.000776,6250,
OMS,9731,9845,607,618,100001,100,1,0.000776,6250,:0-960
OMS,9732,9828,607,617,100001,100,1,0.000776,6250,:0-960
OMS,9733,9819,607,616,100001,100,1,0.000776,6250,:0-960
OMS,9747,9736,608,607,100001,100,1,0.000776,6250,:0-960
OMS,9746,9757,608,609,100001,100,1,0.000776,6250,:0-960
OMS,9745,9631,608,597,100001,100,1,0.000776,6250,:0-960
OMS,9744,9730,608,607,100001,100,1,0.000776,6250,
OMS,9739,9653,608,599,100001,100,1,0.000776,6250,:0-960
OMS,9738,9642,608,598,100001,100,1,0.000776,6250,:0-960
OMS,9740,9754,608,609,100001,100,1,0.000776,6250,
OMS,9741,9855,608,619,100001,100,1,0.000776,6250,:0-960
OMS,9742,9838,608,618,100001,100,1,0.000776,6250,:0-960
OMS,9743,9829,608,617,100001,100,1,0.000776,6250,:0-960
OMS,9757,9746,609,608,100001,100,1,0.000776,6250,:0-960
OMS,9756,9767,609,610,100001,100,1,0.000776,6250,:0-960
OMS,9755,9641,609,598,100001,100,1,0.000776,6250,:0-960
OMS,9754,9740,609,608,100001,100,1,0.000776,6250,
OMS,9749,9663,609,600,100001,100,1,0.000776,6250,:0-960
OMS,9748,9652,609,599,100001,100,1,0.000776,6250,:0-960
OMS,9750,9764,609,610,100001,100,1,0.000776,6250,
OMS,9751,9865,609,620,100001,100,1,0.000776,6250,:0-960
OMS,9752,9848,609,619,100001,100,1,0.000776,6250,:0-960
OMS,9753,9839,609,618,100001,100,1,0.000776,6250,:0-960
OMS,9767,9756,610,609,100001,100,1,0.000776,6250,:0-960
OMS,9766,9777,610,611,100001,100,1,0.000776,6250,:0-960
OMS,9765,9651,610,599,100001,100,1,0.000776,6250,:0-960
OMS,9764,9750,610,609,100001,100,1,0.000776,6250,
OMS,9759,9673,610,601,100001,100,1,0.000776,6250,:0-960
OMS,9758,9662,610,600,100001,100,1,0.000776,6250,:0-960
OMS,9760,9774,610,611,100001,100,1,0.000776,6250,
OMS,9761,9875,610,621,100001,100,1,0.000776,6250,:0-960
OMS,9762,9858,610,620,100001,100,1,0.000776,6250,:0-960
OMS,9763,9849,610,619,100001,100,1,0.000776,6250,:0-960
